Address,subdiv.x,treat,eoc_diff,sold,fname,htype,hstatus,harea,lp,address,taxloc,city,county,high,total_hla,unheated_sqft,add_sqft,beds,baths,main_hla,main_un,upper_hla,upper_un,lower_hla,lower_un,bsmt_hla,bsmt_un,third_hla,third_un,new_construct,year_built,elem,middle,high__1,dimension,acres,tax_value,zoning,htype__1,style,exterior,parking,driveway,fireplace,fireplace_loc,floor,windows,water,hvac,heater,sp,sold__1,sold2,sold3,subdiv
6957ROTHCHILDDR-,Beverly Crest,0,0,2002-03-25T00:00:00Z,listings_data/150789.html,Condo/Townhouse,Sold,41367,124990,6957 ROTHCHILD DR -,Charlotte,"CHARLOTTE,28270",Mecklenburg,Providence,1357,0,NA,3,41306,659,0,698,0,0,0,0,0,NA,NA,No,1999,Elizabeth Lane,South Charlotte,Providence,NA,0,1.05E+05,R9PUD,2 Story,Transitional,"Wood, Vinyl",2 Parking Spaces,NA,Yes,Great Room,"Wall-to wall Carpet, Vinyl / Linoleum, Laminate",Insulated Windows,"City Water, City Sewer","Central Air, Gas Hot Air, Gas Water Heater",Gas,123900,2002-03-25T00:00:00Z,3252002,2013-03-02T00:00:00Z,NA
6957ROTHCHILDDR-,NA,0,0,2007-06-20T00:00:00Z,listings_data/670654.html,Condo/Townhouse,Sold,41367,159900,6957 Rothchild DR -,Charlotte,"Charlotte,NC28270",Mecklenburg,Providence,1394,60,NA,3,41306,0,0,0,0,0,0,0,0,0,0,No,1999,Elizabeth,South Charlotte,Providence,NA,0,119900,R9pud,2 Story,Traditional,Vinyl,2 Parking Spaces,NA,Yes,"Den, Gas Logs","Ceramic Tile, Laminate, Wall-to wall Carpet",Storm Door(s),"City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.57E+05,2007-06-20T00:00:00Z,6202007,2013-06-07T00:00:00Z,Beverly Crest
6974ROTHCHILDDR0,Beverly Crest,0,0,2003-03-28T00:00:00Z,listings_data/205474.html,Condo/Townhouse,Sold,41367,128900,6974 ROTHCHILD DR 0,Charlotte,"CHARLOTTE,28270",Mecklenburg,Providence,1355,0,NA,3,41306,0,0,0,0,0,0,0,0,NA,NA,No,1999,Elizabeth Lane,South Charlotte,Providence,NA,0,104350,R9 PUD,2 Story,Transitional,"Brick Veneer Partial, Vinyl",2 Parking Spaces,NA,Yes,Great Room,"Wall-to wall Carpet, Vinyl / Linoleum, Prefinished Wood",Insulated Windows,"City Water, City Sewer","Central Air, Gas Hot Air",Gas,127500,2003-03-28T00:00:00Z,3282003,2013-03-03T00:00:00Z,NA
6974ROTHCHILDDR0,NA,0,0,2005-06-28T00:00:00Z,listings_data/508633.html,Condo/Townhouse,Sold,41367,132500,6974 Rothchild DR 0,Charlotte,"CHARLOTTE,NC28270",MECKLENBURG,Providence,1355,0,NA,3,41306,658,0,697,0,0,0,0,0,NA,NA,No,1999,Elizabeth Lane,South Charlotte,Providence,NA,0,119100,R9PUD,2 Story,Transitional,"Brick Veneer Partial, Vinyl",2 Parking Spaces,NA,Yes,"Gas Logs, Great Room","Vinyl / Linoleum, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,133500,2005-06-28T00:00:00Z,6282005,2013-06-05T00:00:00Z,Beverly Crest
6978ROTHCHILDDR6978,NA,0,0,2005-08-26T00:00:00Z,listings_data/509023.html,Condo/Townhouse,Sold,41367,134500,6978 Rothchild DR 6978,Charlotte,"Charlotte,NC28270",Mecklenburg,Providence,1357,0,NA,3,41306,658,0,699,0,0,0,0,0,NA,NA,No,1999,Elizabeth Lane,South Charlotte,Providence,NA,0,121300,R-9PUD,2 Story,Transitional,Vinyl,2 Parking Spaces,None,Yes,"Gas Logs, Great Room","Laminate, Vinyl / Linoleum, Wall-to wall Carpet","Insulated Windows, Storm Door(s)","City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.30E+05,2005-08-26T00:00:00Z,8262005,2013-08-05T00:00:00Z,Beverly Crest
6978ROTHCHILDDR6978,NA,0,0,2008-05-27T00:00:00Z,listings_data/729135.html,Condo/Townhouse,Sold,41367,159900,6978 Rothchild DR 6978,Charlotte,"Charlotte,NC28270",Mecklenburg,Providence,1357,32,0,3,41306,658,32,699,0,0,0,0,0,0,0,No,1999,Elizabeth Lane,South Charlotte,Providence,NA,0,121300,R9pud,2 Story,Transitional,Vinyl,2 Parking Spaces,NA,Yes,Great Room,"Laminate, Vinyl / Linoleum, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,152500,2008-05-27T00:00:00Z,5272008,2013-05-08T00:00:00Z,Beverly Crest
6979ROTHCHILDDR6979,NA,0,0,2004-04-26T00:00:00Z,listings_data/440772.html,Condo/Townhouse,Sold,41367,1.32E+05,6979 Rothchild DR 6979,Charlotte,"Charlotte,NC28270",mecklenburg,Providence,1320,60,0,3,41306,640,60,680,0,0,0,0,0,NA,NA,No,1999,Unknown,Unknown,Providence,NA,0,119900,R309,2 Story,Traditional,Vinyl,2 Parking Spaces,NA,Yes,"Gas Logs, Living Room","Vinyl / Linoleum, Wall-to wall Carpet, Wood",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air, Gas Water Heater",Gas,1.30E+05,2004-04-26T00:00:00Z,4262004,2013-04-04T00:00:00Z,Beverly Crest
6979ROTHCHILDDR6979,NA,0,0,2005-12-15T00:00:00Z,listings_data/554469.html,Condo/Townhouse,Sold,41367,136900,6979 Rothchild DR 6979,Charlotte,"Charlotte,NC28270",Mecklenburg,Providence,1398,32,0,3,41306,678,32,720,0,0,0,0,0,NA,NA,No,1999,Elizabeth,South Charlotte,Providence,NA,0,119900,R9 pud,2 Story,Transitional,Vinyl,2 Parking Spaces,Asphalt,Yes,"Gas Logs, Great Room","Ceramic Tile, Prefinished Wood, Vinyl / Linoleum, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.35E+05,2005-12-15T00:00:00Z,12152005,2013-12-05T00:00:00Z,Beverly Crest
7009BEVERLYSPRINGSDR7009,Beverly Crest,0,0,2002-01-14T00:00:00Z,listings_data/142657.html,Condo/Townhouse,Sold,41367,154900,7009 BEVERLY SPRINGS DR 7009,Charlotte,"CHARLOTTE,28270-",Mecklenburg,Providence,1678,0,NA,3,41306,0,0,0,0,0,0,0,0,NA,NA,No,1999,Elizabeth Lane,South Charlotte,Providence,NA,0,130080,R9PUD,2 Story,Transitional,Vinyl,"1 Car Garage, Attached, Garage Door Opener",Concrete,No,NA,"Vinyl / Linoleum, Wall-to wall Carpet",NA,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.54E+05,2002-01-14T00:00:00Z,1142002,2013-01-02T00:00:00Z,NA
7009BEVERLYSPRINGSDR7009,NA,0,0,2005-08-26T00:00:00Z,listings_data/523320.html,Condo/Townhouse,Sold,41367,159999,7009 Beverly Springs DR 7009,Charlotte,"Charlotte,NC28270",Mecklenburg,Providence,1678,220,NA,3,41306,832,220,839,0,0,0,0,0,NA,NA,No,1999,Elizabeth Lane,South Charlotte,Providence,NA,0,150200,R9PUD,2 Story,Transitional,Vinyl,"1 Car Garage, 1 Parking Space, Attached, Garage Door Opener",Concrete,Yes,Den,"Vinyl / Linoleum, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.58E+05,2005-08-26T00:00:00Z,8262005,2013-08-05T00:00:00Z,Beverly Crest
7016QUAILHILLRD7016,Quail Hollow Estates,0,0,2001-12-14T00:00:00Z,listings_data/120992.html,Condo/Townhouse,Sold,41428,9.40E+04,7016 QUAIL HILL RD 7016,Charlotte,"CHARLOTTE,28210",Mecklenburg,South Mecklenburg,1340,255,NA,2,41276,675,255,675,0,0,0,0,0,NA,NA,No,1972,Huntingtowne Farms,Quail Hollow,South Mecklenburg,NA,0,80940,RPUD,2 Story,Tudor,"Brick Veneer Partial, Stone, Hard Stucco","1 Car Carport, 1 Parking Space",NA,No,NA,"Parquet, Wall-to wall Carpet, Vinyl / Linoleum",Storm Door(s),"City Water, City Sewer","Central Air, Gas Hot Air, Gas Water Heater",Gas,8.40E+04,2001-12-14T00:00:00Z,12142001,2013-12-01T00:00:00Z,NA
7016QUAILHILLRD7016,NA,0,0,2006-07-21T00:00:00Z,listings_data/551550.html,Condo/Townhouse,Sold,41428,99900,7016 Quail Hill RD 7016,Charlotte,"Charlotte,NC28210",Mecklenburg,South Mecklenburg,1352,0,NA,2,41276,752,0,600,0,0,0,0,0,NA,NA,No,1972,Smithfield,Quail Hollow,South Mecklenburg,NA,0,85500,Rpud,2 Story,Transitional,Brick Veneer Partial,1 Car Carport,Asphalt,No,NA,"Laminate, Parquet, Wall-to wall Carpet",Storm Door(s),"City Sewer, City Water",Other,Electric,9.80E+04,2006-07-21T00:00:00Z,7212006,2013-07-06T00:00:00Z,Quail Hollow Estates
7056QUAILHILLRD7056,Quail Hollow Estates,0,0,2001-11-30T00:00:00Z,listings_data/119522.html,Condo/Townhouse,Sold,41428,85900,7056 QUAIL HILL RD 7056,Charlotte,"CHARLOTTE,28210-",Mecklenburg,South Mecklenburg,1200,0,396,2,41306,600,0,600,0,0,0,0,0,NA,NA,No,1972,Huntingtowne Farms,Quail Hollow,South Mecklenburg,NA,0,80390,RPUD,2 Story,Traditional,Aluminum,"1 Car Carport, Attached",NA,No,NA,"Wood, Ceramic Tile, Wall-to wall Carpet, Other","Insulated Windows, Storm Door(s)","City Water, City Sewer",Other,Electric,83392,2001-11-30T00:00:00Z,11302001,2013-11-01T00:00:00Z,NA
7056QUAILHILLRD7056,NA,0,0,2004-03-29T00:00:00Z,listings_data/404598.html,Condo/Townhouse,Sold,41428,94900,7056 Quail Hill RD 7056,Mecklenbrg,"Charlotte,NC28210",Mecklenburg,NA,1200,153,NA,2,41276,587,153,613,0,587,0,0,0,NA,NA,No,1972,NA,NA,NA,NA,0,8.50E+04,RPUD,2 Story,Traditional,Aluminum,"1 Car Carport, 1 Parking Space",Asphalt,No,NA,"Ceramic Tile, Wall-to wall Carpet, Wood",Storm Door(s),"City Sewer, City Water","Central Air, Electric Hot Air",Electric,8.90E+04,2004-03-29T00:00:00Z,3292004,2013-03-04T00:00:00Z,Quail Hollow Estates
766MARSHRD4,Selwyn Farms,2,-19.83,2002-01-31T00:00:00Z,listings_data/138035.html,Condo/Townhouse,Sold,41426,110500,766 MARSH RD 4,Charlotte,"CHARLOTTE,28209-",Mecklenburg,Myers Park,1022,0,NA,1,41275,1022,0,0,0,0,0,0,0,NA,NA,No,1986,Sedgefield,Sedgefield,Myers Park,NA,0,83350,R12MFC,Garden,Transitional,Wood,2 Parking Spaces,Asphalt,Yes,Great Room,"Parquet, Wall-to wall Carpet, Vinyl / Linoleum",NA,"City Water, City Sewer",Heat Pump - AC,Electric,1.07E+05,2002-01-31T00:00:00Z,1312002,2013-01-02T00:00:00Z,NA
766MARSHRD4,NA,2,-19.83,2005-06-24T00:00:00Z,listings_data/515936.html,Condo/Townhouse,Sold,41426,119500,766 Marsh RD 4,Mecklenburg,"Charlotte,NC28209",Mecklenburg,NA,1049,0,NA,2,41275,1049,0,0,0,0,0,0,0,NA,NA,No,1986,NA,NA,NA,NA,0,107200,R12MFC,Garden,NA,Wood,2 Parking Spaces,Asphalt,Yes,Living Room,"Parquet, Vinyl / Linoleum, Wall-to wall Carpet",NA,"City Sewer, City Water","Central Air, Heat Pump - AC, Heat Pump - Heat",Electric,115500,2005-06-24T00:00:00Z,6242005,2013-06-05T00:00:00Z,Selwyn Farms
8119TREMAINEE,Devonshire,2,-6.93,2001-09-27T00:00:00Z,listings_data/125517.html,Condo/Townhouse,Sold,41337,59800,8119 TREMAINE E,Charlotte,"CHARLOTTE,28227",Mecklenburg,Butler,875,84,NA,2,41275,875,84,0,0,0,0,0,0,NA,NA,No,1987,Albemarle Road,Albemarle,Butler,NA,0,52140,R20MF,Garden,Transitional,Hardboard Siding,2 Parking Spaces,NA,Yes,Great Room,"Wall-to wall Carpet, Vinyl / Linoleum",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Gas,5.90E+04,2001-09-27T00:00:00Z,9272001,2013-09-01T00:00:00Z,NA
8119TREMAINEE,NA,2,-6.93,2005-06-29T00:00:00Z,listings_data/488182.html,Condo/Townhouse,Sold,41337,44550,8119 Tremaine E,Charlotte,"Charlotte,NC28227",Mecklenburg,Independence,875,0,0,1,41275,875,0,0,0,0,0,0,0,NA,NA,No,1987,Albemarle Road,Albemarle,Independence,NA,0,5.60E+04,res,Other,Traditional,Hardboard Siding,1 Parking Space,None,Yes,Living Room,"Vinyl / Linoleum, Wall-to wall Carpet","Insulated Windows, Storm Door(s)","City Sewer, City Water","Central Air, Gas Hot Air",Electric,3.90E+04,2005-06-29T00:00:00Z,6292005,2013-06-05T00:00:00Z,Devonshire
815CHEROKEERD815,Eastover,1,32.3,2002-03-21T00:00:00Z,listings_data/128426.html,Condo/Townhouse,Sold,41365,329900,815 CHEROKEE RD 815,Charlotte,"CHARLOTTE,28207-",Mecklenburg,Unknown,1782,0,NA,3,41306,0,0,0,0,0,0,0,0,NA,NA,No,1980,Unknown,Unknown,Unknown,NA,0,248500,R3,2 Story,Traditional,Brick Veneer Full,2 Car Garage,NA,Yes,Living Room,"Wood, Ceramic Tile, Wall-to wall Carpet",Insulated Windows,"City Water, City Sewer","Central Air, Gas Hot Air",Gas,3.24E+05,2002-03-21T00:00:00Z,3212002,2013-03-02T00:00:00Z,NA
815CHEROKEERD815,NA,1,32.3,2005-12-08T00:00:00Z,listings_data/551309.html,Condo/Townhouse,Sold,41365,434900,815 Cherokee RD 815,Charlotte,"Charlotte,NC28207",Mecklenburg,NA,1782,0,462,3,41306,1054,0,728,0,0,0,0,0,NA,NA,No,1980,NA,NA,NA,NA,0,325100,R3,2 Story,NA,Brick Veneer Full,2 Car Garage,Concrete,Yes,"Den, Gas Logs","Ceramic Tile, Wall-to wall Carpet, Wood","Storm Door(s), Storm Window(s)","City Sewer, City Water","Central Air, Gas Hot Air",Gas,4.10E+05,2005-12-08T00:00:00Z,12082005,2013-12-05T00:00:00Z,Eastover
815LEXINGTONAVEA,Dilworth,0,0,2002-01-31T00:00:00Z,listings_data/140285.html,Condo/Townhouse,Sold,41395,164900,815 LEXINGTON AVE A,Charlotte,"CHARLOTTE,28203-",Mecklenburg,Myers Park,1011,0,NA,2,41275,1011,0,0,0,0,0,0,0,NA,NA,No,1983,Dilworth,Sedgefield,Myers Park,NA,0,88750,2,Fourplex,Traditional,Hardboard Siding,2 Parking Spaces,"Concrete, Gravel",Yes,Living Room,"Wood, Ceramic Tile",NA,"City Water, City Sewer",Heat Pump - AC,Electric,1.60E+05,2002-01-31T00:00:00Z,1312002,2013-01-02T00:00:00Z,NA
815LEXINGTONAVEA,NA,0,0,2008-06-30T00:00:00Z,listings_data/744913.html,Condo/Townhouse,Sold,41395,209900,815 Lexington AVE A,Charlotte,"Charlotte,NC28203",Mecklenburg,NA,1.00E+03,0,NA,2,41275,1.00E+03,0,0,0,0,0,0,0,0,0,No,1983,NA,NA,NA,NA,0,146800,O2,2 Story,Transitional,Wood,Other,Gravel,Yes,Great Room,"Wall-to wall Carpet, Wood",NA,"City Sewer, City Water","Heat Pump - AC, Heat Pump - Heat",Electric,203600,2008-06-30T00:00:00Z,6302008,2013-06-08T00:00:00Z,Dilworth
8248GOSSOMERBAYDR8248,Beverly Crest,0,0,2002-03-28T00:00:00Z,listings_data/139517.html,Condo/Townhouse,Sold,41367,1.62E+05,8248 GOSSOMER BAY DR 8248,Charlotte,"CHARLOTTE,28270",Mecklenburg,Providence,1676,0,NA,3,41306,794,0,882,0,0,0,0,0,NA,NA,No,1999,Elizabeth Lane,South Charlotte,Providence,NA,0,128980,R9PUD,2 Story,Transitional,Vinyl,"1 Car Garage, Attached, Garage Door Opener",Concrete,Yes,Great Room,"Wood, Ceramic Tile, Wall-to wall Carpet, Vinyl / Linoleum",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Gas,162500,2002-03-28T00:00:00Z,3282002,2013-03-02T00:00:00Z,NA
8248GOSSOMERBAYDR8248,Beverly Crest,0,0,2002-03-28T00:00:00Z,listings_data/139517.html,Condo/Townhouse,Sold,41367,1.62E+05,8248 GOSSOMER BAY DR 8248,Charlotte,"CHARLOTTE,28270",Mecklenburg,Providence,1676,0,NA,3,41306,794,0,882,0,0,0,0,0,NA,NA,No,1999,Elizabeth Lane,South Charlotte,Providence,NA,0,128980,R9PUD,2 Story,Transitional,Vinyl,"1 Car Garage, Attached, Garage Door Opener",Concrete,Yes,Great Room,"Wood, Ceramic Tile, Wall-to wall Carpet, Vinyl / Linoleum",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Gas,162500,2002-03-28T00:00:00Z,3282002,2013-03-02T00:00:00Z,NA
8248GOSSOMERBAYDR8248,NA,0,0,2006-04-28T00:00:00Z,listings_data/574484.html,Condo/Townhouse,Sold,41367,1.70E+05,8248 Gossomer Bay DR 8248,Mecklenburg,"Charlotte,NC28270",Mecklenburg,NA,1676,0,NA,3,41306,1676,0,882,0,794,0,0,0,NA,NA,No,1999,NA,NA,NA,NA,0,149100,R9 PUD,2 Story,NA,"Aluminum, Wood",1 Car Garage,Concrete,Yes,"Gas Logs, Great Room","Ceramic Tile, Prefinished Wood, Vinyl / Linoleum, Wall-to wall Carpet",NA,"City Sewer, City Water",Gas Hot Air,Gas,163500,2006-04-28T00:00:00Z,4282006,2013-04-06T00:00:00Z,Beverly Crest
8248GOSSOMERBAYDR8248,NA,0,0,2009-11-25T00:00:00Z,listings_data/880703.html,Condo/Townhouse,Sold,41367,1.83E+05,8248 Gossomer Bay DR 8248,Charlotte,"Charlotte,NC28270",Mecklenburg,Providence,1669,0,NA,3,41306,773,207,896,0,0,0,0,0,0,0,No,1999,Elizabeth Lane,South Charlotte,Providence,NA,0,149100,R9PUD,2 Story,Transitional,Vinyl,"1 Car Garage, Attached, Garage Door Opener",Concrete,Yes,"Gas Logs, Great Room","Ceramic Tile, Prefinished Wood, Wall-to wall Carpet","Insulated Windows, Screen Door(s)","City Sewer, City Water","Central Air, Gas Hot Air",Gas,177500,2009-11-25T00:00:00Z,11252009,2013-11-09T00:00:00Z,Beverly Crest
8471HIGHLANDGLENDR0,Highland Creek,1,6.93,1999-03-26T00:00:00Z,listings_data/396939.html,Condo/Townhouse,Sold,41279,159900,8471 HIGHLAND GLEN DR 0,Charlotte,"CHARLOTTE,28269",Mecklenburg,NA,0,NA,NA,2,41306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1997,NA,NA,NA,NA,0,NA,O,Garden,Transitional,Brick Veneer Partial,2 Car Garage,NA,Yes,Great Room,NA,NA,"City Water, City Sewer","Central Air, Gas Hot Air",Gas,1.53E+05,1999-03-26T00:00:00Z,3261999,1999-03-01T00:00:00Z,NA
8471HIGHLANDGLENDR0,NA,1,6.93,2009-08-31T00:00:00Z,listings_data/841341.html,Condo/Townhouse,Sold,41279,169500,8471 Highland Glen DR 0,Charlotte,"Charlotte,NC28269",Mecklenburg,Mallard Creek,1527,520,0,2,41306,1527,520,0,0,0,0,0,0,0,0,No,1998,Highland Creek,NA,Mallard Creek,NA,0,156400,R300,Garden,NA,Brick Veneer Full,"2 Car Garage, 2 Parking Spaces",Concrete,Yes,"Gas Logs, Great Room","Ceramic Tile, Laminate, Wall-to wall Carpet","Insulated Windows, Storm Door(s)","City Sewer, City Water","Central Air, Gas Hot Air",Gas,165250,2009-08-31T00:00:00Z,8312009,2013-08-09T00:00:00Z,Highland Creek
9025PROVIDENCECOLONYDRB,Raintree,0,0,2002-02-28T00:00:00Z,listings_data/126818.html,Condo/Townhouse,Sold,41400,139900,9025 PROVIDENCE COLONY DR B,Charlotte,"CHARLOTTE,28277",Mecklenburg,Providence,1644,625,NA,3,41306,954,625,690,0,0,0,0,0,NA,NA,No,1988,Unknown,South Charlotte,Providence,NA,0,122030,0,2 Story,Traditional,Brick Veneer Full,2 Parking Spaces,Asphalt,Yes,Living Room,"Vinyl / Linoleum, Wall-to wall Carpet","Storm Door(s), Storm Window(s)","City Sewer, City Water","Central Air, Heat Pump - AC",Electric,1.31E+05,2002-02-28T00:00:00Z,2282002,2013-02-02T00:00:00Z,NA
9025PROVIDENCECOLONYDRB,NA,0,0,2007-04-30T00:00:00Z,listings_data/640402.html,Condo/Townhouse,Sold,41400,172900,9025 Providence Colony DR B,Charlotte,"Charlotte,NC28277",Mecklenburg,Providence,1624,42,NA,3,41306,965,42,659,0,0,0,0,0,NA,NA,No,1988,Olde Providence,South Charlotte,Providence,NA,0,136100,R15MFC,2 Story,Traditional,"Brick Veneer Full, Hardboard Siding",2 Parking Spaces,Concrete,Yes,Great Room,"Ceramic Tile, Laminate, Wall-to wall Carpet","Storm Door(s), Storm Window(s)","City Sewer, City Water","Heat Pump - AC, Heat Pump - Heat",Gas,1.65E+05,2007-04-30T00:00:00Z,4302007,2013-04-07T00:00:00Z,Raintree
9025PROVIDENCECOLONYDRD,NA,0,0,2004-04-18T00:00:00Z,listings_data/426490.html,Condo/Townhouse,Sold,41400,126900,9025 Providence Colony DR D,Charlotte,"Charlotte,NC28277",Mecklenburg,Providence,1430,0,40,2,41306,715,0,715,0,0,0,0,0,NA,NA,No,1988,NA,NA,Providence,NA,0,126200,R15MFC,2 Story,Traditional,Brick Veneer Full,2 Parking Spaces,Asphalt,Yes,Living Room,"Parquet, Vinyl / Linoleum, Wall-to wall Carpet",NA,"City Sewer, City Water","Central Air, Electric Hot Air",Electric,124950,2004-04-18T00:00:00Z,4182004,2013-04-04T00:00:00Z,Providence Colony
9025PROVIDENCECOLONYDRD,NA,0,0,2008-08-27T00:00:00Z,listings_data/790667.html,Condo/Townhouse,Sold,41400,174900,9025 Providence Colony DR D,Charlotte,"Charlotte,NC28277",Mecklenburg,Providence,1430,0,NA,2,41306,715,0,715,0,0,0,0,0,0,0,No,1988,Olde Providence,South Charlotte,Providence,NA,0,126200,R15mfc,2 Story,Traditional,Brick Veneer Full,"2 Parking Spaces, Other",NA,Yes,Living Room,"Ceramic Tile, Wall-to wall Carpet, Wood","Insulated Windows, Screen Door(s)","City Sewer, City Water","Central Air, Heat Pump - Heat",Electric,170500,2008-08-27T00:00:00Z,8272008,2013-08-08T00:00:00Z,Providence Colony
9716STVINCENT9716,Raintree,0,0,2001-12-21T00:00:00Z,listings_data/139437.html,Condo/Townhouse,Sold,41400,114900,9716 ST VINCENT 9716,Charlotte,"CHARLOTTE,28277-",Mecklenburg,Providence,1220,270,NA,2,41306,636,270,584,0,0,0,0,0,NA,NA,No,1985,Elizabeth Lane,South Charlotte,Providence,NA,0,93200,RPUD,2 Story,Transitional,"Brick Veneer Partial, Fiber Cement","1 Car Garage, Attached, Garage Door Opener",Concrete,Yes,Great Room,"Parquet, Wall-to wall Carpet, Vinyl / Linoleum, Laminate","Insulated Windows, Storm Door(s)","City Water, City Sewer","Central Air, Heat Pump - AC",Electric,1.08E+05,2001-12-21T00:00:00Z,12212001,2013-12-01T00:00:00Z,NA
9716STVINCENT9716,NA,0,0,2005-09-12T00:00:00Z,listings_data/515132.html,Condo/Townhouse,Sold,41400,134900,9716 St Vincent 9716,Mecklenburg,"Charlotte,NC28277",Mecklenburg,Providence,1230,288,NA,2,41306,630,288,600,0,0,0,0,0,NA,NA,No,1984,Olde Providence,South Charlotte,Providence,NA,0,131600,RPUD,2 Story,Transitional,Other,1 Car Garage,Concrete,Yes,Great Room,"Parquet, Vinyl / Linoleum, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water",Heat Pump - AC,Electric,129750,2005-09-12T00:00:00Z,9122005,2013-09-05T00:00:00Z,Raintree
