Address,subdiv.x,treat,eoc_diff,sold,fname,htype,hstatus,harea,lp,address,taxloc,city,county,high,total_hla,unheated_sqft,add_sqft,beds,baths,main_hla,main_un,upper_hla,upper_un,lower_hla,lower_un,bsmt_hla,bsmt_un,third_hla,third_un,new_construct,year_built,elem,middle,high__1,dimension,acres,tax_value,zoning,htype__1,style,exterior,parking,driveway,fireplace,fireplace_loc,floor,windows,water,hvac,heater,sp,sold__1,sold2,sold3,subdiv
1121MYRTLEAVE18,NA,0,0,2003-09-19T00:00:00Z,listings_data/400031.html,Condo/Townhouse,Sold,41395,7.80E+04,1121 Myrtle AVE 18,Charlotte,"Charlotte,NC28203",Mecklenburg,Unknown,588,0,NA,1,41275,588,0,0,0,0,0,0,0,NA,NA,No,1940,Unknown,Unknown,Unknown,NA,0,78300,R22MF,Mid-Rise,Transitional,Brick Veneer Full,Street / Lot,NA,No,NA,"Ceramic Tile, Wood",NA,"City Sewer, City Water",Radiant Heat,Other,7.80E+04,2003-09-19T00:00:00Z,9192003,2013-09-03T00:00:00Z,NA
1121MYRTLEAVE25,NA,0,0,2003-02-28T00:00:00Z,listings_data/145680.html,Condo/Townhouse,Sold,41395,92900,1121 MYRTLE AVE 25,Charlotte,"CHARLOTTE,28203",Mecklenburg,Myers Park,672,0,NA,1,41275,672,0,0,0,0,0,0,0,NA,NA,No,1940,Dilworth,Sedgefield,Myers Park,NA,0,56770,R22MF,Mid-Rise,Traditional,Brick Veneer Full,Street / Lot,NA,No,NA,"Wood, Ceramic Tile",NA,"City Water, City Sewer","Window Unit, Gas Steam Heat",Gas,86500,2003-02-28T00:00:00Z,2282003,2013-02-03T00:00:00Z,NA
1121MYRTLEAVE25,NA,0,0,2006-09-29T00:00:00Z,listings_data/612624.html,Condo/Townhouse,Sold,41395,119500,1121 Myrtle AVE 25,Charlotte,"Charlotte,NC28203",Mecklenburg,Unknown,672,0,NA,1,41275,672,0,0,0,0,0,0,0,NA,NA,No,1940,Unknown,Unknown,Unknown,NA,0,86800,R300,Mid-Rise,Traditional,Brick Veneer Full,Street / Lot,Asphalt,No,NA,"Ceramic Tile, Parquet",NA,"City Sewer, City Water","Gas Steam Heat, Window Unit",Gas,1.10E+05,2006-09-29T00:00:00Z,9292006,2013-09-06T00:00:00Z,NA
1121MYRTLEAVE50,NA,0,0,2005-08-29T00:00:00Z,listings_data/525795.html,Condo/Townhouse,Sold,41426,9.50E+04,1121 Myrtle AVE 50,Charlotte,"Charlotte,NC28203",Mecklenburg,Myers Park,601,0,0,1,41275,601,0,0,0,0,0,0,0,NA,NA,No,1940,Eastover,Alexander Graham,Myers Park,NA,0,78300,R22mf,Garden,Traditional,Brick Veneer Full,Street / Lot,Asphalt,No,NA,"Ceramic Tile, Parquet, Wood",NA,"City Sewer, City Water","Radiant Heat, Window Unit",Gas,9.50E+04,2005-08-29T00:00:00Z,8292005,2013-08-05T00:00:00Z,Dilworth
1121MYRTLEAVE50,NA,0,0,2007-08-30T00:00:00Z,listings_data/691853.html,Condo/Townhouse,Sold,41395,1.40E+05,1121 Myrtle AVE 50,Charlotte,"Charlotte,NC28203",Mecklenburg,NA,563,0,NA,1,41275,563,0,0,0,0,0,0,0,0,0,No,1940,NA,NA,NA,NA,0,78300,R-22MF,Garden,Traditional,Brick Veneer Full,1 Parking Space,None,No,NA,"Ceramic Tile, Wood",NA,"City Sewer, City Water",Gas Steam Heat,Gas,138350,2007-08-30T00:00:00Z,8302007,2013-08-07T00:00:00Z,Myrtle Square
1121MYRTLEAVE54,NA,0,0,2005-04-07T00:00:00Z,listings_data/491867.html,Condo/Townhouse,Sold,41426,86500,1121 Myrtle AVE 54,Charlotte,"Charlotte,NC28203",Mecklenburg,NA,560,0,0,1,41275,560,0,0,0,0,0,0,0,NA,NA,No,1940,NA,NA,NA,NA,0,78300,R22mf,2 Story,NA,Brick Veneer Full,Street / Lot,Concrete,No,NA,"Ceramic Tile, Parquet",NA,"City Sewer, City Water",Window Unit,21005,83500,2005-04-07T00:00:00Z,4072005,2013-04-05T00:00:00Z,Dilworth
1121MYRTLEAVE54,NA,0,0,2009-04-28T00:00:00Z,listings_data/833339.html,Condo/Townhouse,Sold,41426,125900,1121 Myrtle AVE 54,Charlotte,"Charlotte,NC28203",Mecklenburg,NA,560,0,0,1,41275,560,0,0,0,0,0,0,0,0,0,No,1940,NA,NA,NA,NA,0,78300,R22mf,Garden,NA,Brick Veneer Full,Street / Lot,Concrete,No,NA,"Ceramic Tile, Parquet",NA,"City Sewer, City Water","Gas Steam Heat, Window Unit",Gas,1.15E+05,2009-04-28T00:00:00Z,4282009,2013-04-09T00:00:00Z,Dilworth
1121MYRTLEAVE58,NA,0,0,2003-12-19T00:00:00Z,listings_data/218468.html,Condo/Townhouse,Sold,41395,66900,1121 MYRTLE AVE 58,Charlotte,"CHARLOTTE,NC28203",Mecklenburg,Myers Park,560,0,NA,1,41275,560,0,0,0,0,0,0,0,NA,NA,No,1940,Dilworth,Sedgefield,Myers Park,NA,0,49900,"R-22,R8",Mid-Rise,Traditional,Brick Veneer Full,Street / Lot,NA,No,NA,"Parquet, Vinyl / Linoleum",NA,"City Sewer, City Water",Radiant Heat,Electric,5.50E+04,2003-12-19T00:00:00Z,12192003,2013-12-03T00:00:00Z,NA
1121MYRTLEAVE58,NA,0,0,2005-06-24T00:00:00Z,listings_data/503049.html,Condo/Townhouse,Sold,41426,82900,1121 MYRTLE AVE 58,Charlotte,"CHARLOTTE,NC28203",MECKLENBURG,NA,560,0,0,1,41275,560,0,0,0,0,0,0,0,NA,NA,No,1940,NA,NA,NA,NA,0,78300,R222MF,Mid-Rise,Transitional,Brick Veneer Full,Other,Concrete,No,NA,NA,NA,"City Sewer, City Water","No A/C, Radiant Heat",Other,8.00E+04,2005-06-24T00:00:00Z,6242005,2013-06-05T00:00:00Z,NONE
1121MYRTLEAVEA2-7,NA,0,0,2005-11-29T00:00:00Z,listings_data/551158.html,Condo/Townhouse,Sold,41395,129900,1121 Myrtle AVE A2-7,Charlotte,"Charlotte,NC28203",Mecklenburg,Unknown,908,0,0,2,41275,908,0,0,0,0,0,0,0,NA,NA,No,1940,Unknown,Unknown,Unknown,NA,0,105400,R22 mF,Mid-Rise,Traditional,Brick Veneer Full,Street / Lot,Concrete,No,NA,"Ceramic Tile, Wood",NA,"City Sewer, City Water","Gas Steam Heat, Radiant Heat, Window Unit",Electric,128500,2005-11-29T00:00:00Z,11292005,2013-11-05T00:00:00Z,Dilworth
1121MYRTLEAVEA2-7,NA,0,0,2007-09-04T00:00:00Z,listings_data/694829.html,Condo/Townhouse,Sold,41395,163700,1121 Myrtle AVE A2-7,Charlotte,"Charlotte,NC28203",Mecklenburg,NA,908,0,NA,2,41275,908,0,0,0,0,0,0,0,0,0,No,1940,NA,NA,NA,NA,0,105400,R22MF,Garden,Traditional,Brick Veneer Full,Street / Lot,None,No,NA,"Ceramic Tile, Wood",NA,"City Sewer, City Water",Gas Steam Heat,Other,1.50E+05,2007-09-04T00:00:00Z,9042007,2013-09-07T00:00:00Z,Myrtle Square
1139GRANVILLERD0,Myers Park,1,32.3,2003-02-25T00:00:00Z,listings_data/199624.html,Condo/Townhouse,Sold,41395,199950,1139 GRANVILLE RD 0,Charlotte,"CHARLOTTE,28207-",Mecklenburg,Unknown,900,108,NA,2,41275,900,108,0,0,0,0,0,0,NA,NA,No,1920,Unknown,Unknown,Unknown,NA,0,72260,R3,Mid-Rise,Traditional,Brick Veneer Full,NA,Gravel,No,NA,NA,NA,"City Water, City Sewer","Central Air, Gas Hot Air",Gas,1.93E+05,2003-02-25T00:00:00Z,2252003,2013-02-03T00:00:00Z,NA
1139GRANVILLERD0,NA,1,32.3,2005-03-25T00:00:00Z,listings_data/510038.html,Condo/Townhouse,Sold,41395,2.16E+05,1139 Granville RD 0,Charlotte,"Charlotte,NC28207",Mecklenburg,NA,900,108,NA,2,41275,900,108,0,0,0,0,0,0,NA,NA,No,1921,NA,NA,NA,NA,0,107600,R3,Garden,Traditional,Brick Veneer Full,2 Parking Spaces,Gravel,No,NA,"Ceramic Tile, Wood",NA,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,2.15E+05,2005-03-25T00:00:00Z,3252005,2013-03-05T00:00:00Z,Myers Park
118ALTONDALEAVE#7,Eastover,1,32.3,1998-03-27T00:00:00Z,listings_data/368391.html,Condo/Townhouse,Sold,41365,9.20E+04,118 ALTONDALE AVE # 7,Charlotte,",28207",NA,West Charlotte,679,NA,NA,1,41275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1920,Eastover,Alexander Graham,West Charlotte,NA,0,48270,B1,2 Story,Traditional,Brick Veneer Partial,Street / Lot,NA,No,NA,"Wood, Ceramic Tile",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Gas,9.20E+04,1998-03-27T00:00:00Z,3271998,1998-03-01T00:00:00Z,NA
118ALTONDALEAVE#7,NA,1,32.3,2004-10-07T00:00:00Z,listings_data/465661.html,Condo/Townhouse,Sold,41365,119900,118 Altondale AVE # 7,Charlotte,"Charlotte,NC28207",Mecklenburg,Myers Park,679,0,0,1,41275,679,0,0,0,0,0,0,0,NA,NA,No,1920,Eastover,Alexander Graham,Myers Park,NA,0,116400,R300,Garden,Traditional,Brick Veneer Full,"1 Parking Space, Keypad Entry",NA,No,NA,Wood,NA,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.13E+05,2004-10-07T00:00:00Z,10072004,2013-10-04T00:00:00Z,Eastover
1403ANTHEM1403,Anthem,0,0,2001-07-30T00:00:00Z,listings_data/109217.html,Condo/Townhouse,Sold,41366,119500,1403 ANTHEM 1403,Charlotte,"CHARLOTTE,28205-",Mecklenburg,Unknown,1179,0,NA,2,41306,1179,0,0,0,0,0,0,0,NA,NA,No,1999,Unknown,Unknown,Unknown,NA,0,0,R8MFCD,Patio,Transitional,"Brick Veneer Partial, Vinyl",2 Parking Spaces,NA,Yes,Living Room,"Wall-to wall Carpet, Vinyl / Linoleum",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Gas,116500,2001-07-30T00:00:00Z,7302001,2013-07-01T00:00:00Z,NA
1403ANTHEM1403,NA,0,0,2005-07-28T00:00:00Z,listings_data/488725.html,Condo/Townhouse,Sold,41366,117900,1403 Anthem 1403,Charlotte,"Charlotte,NC28205",Mecklenburg,NA,1175,0,NA,2,41306,1175,0,0,0,0,0,0,0,NA,NA,No,1999,NA,NA,NA,NA,0,115600,R8mfcd,Patio,Transitional,"Brick Veneer Partial, Vinyl",2 Parking Spaces,Concrete,Yes,Great Room,"Vinyl / Linoleum, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.15E+05,2005-07-28T00:00:00Z,7282005,2013-07-05T00:00:00Z,Anthem
1542PECANAVE1542,Midwood,2,-36.89190332,1998-11-25T00:00:00Z,listings_data/391494.html,Condo/Townhouse,Sold,41306,81900,1542 PECAN AVE 1542,Charlotte,"CHARLOTTE,28205",Mecklenburg,Unknown,850,0,NA,2,41275,850,0,0,0,0,0,NA,NA,NA,NA,No,1950,Unknown,Unknown,Unknown,NA,0,NA,R12MF,Garden,NA,"Brick Veneer Partial, Wood, Vinyl",2 Parking Spaces,Asphalt,No,NA,NA,NA,"City Water, City Sewer","Central Air, Gas Hot Air",Electric,82715,1998-11-25T00:00:00Z,11251998,1998-11-01T00:00:00Z,NA
1542PECANAVE1542,NA,2,-36.89190332,2005-09-30T00:00:00Z,listings_data/541231.html,Condo/Townhouse,Sold,41306,149900,1542 Pecan AVE 1542,Charlotte,"Charlotte,NC28205",Mecklenburg,Garinger,890,0,NA,2,41275,890,0,0,0,0,0,0,0,NA,NA,No,1950,Shamrock Gardens,Eastway,Garinger,NA,0,110700,R22MF,Garden,Traditional,Brick Veneer Full,1 Parking Space,Asphalt,No,NA,"Ceramic Tile, Wood","Insulated Windows, Storm Door(s)","City Sewer, City Water","Central Air, Gas Hot Air",Electric,1.48E+05,2005-09-30T00:00:00Z,9302005,2013-09-05T00:00:00Z,Midwood
1558PECANAVE1558,Midwood,2,-36.89190332,1999-01-05T00:00:00Z,listings_data/391486.html,Condo/Townhouse,Sold,41306,80900,1558 PECAN AVE 1558,Charlotte,"CHARLOTTE,28205",Mecklenburg,Unknown,900,0,NA,2,41275,900,0,0,0,0,0,NA,NA,NA,NA,No,1950,Unknown,Unknown,Unknown,NA,0,NA,R12MF,Garden,NA,"Brick Veneer Partial, Wood, Vinyl",2 Parking Spaces,Asphalt,No,NA,NA,NA,"City Water, City Sewer","Central Air, Gas Hot Air",Electric,80900,1999-01-05T00:00:00Z,1051999,1999-01-01T00:00:00Z,NA
1558PECANAVE1558,Midwood,2,-36.89190332,2003-05-30T00:00:00Z,listings_data/213663.html,Condo/Townhouse,Sold,41306,117900,1558 PECAN AVE 1558,Charlotte,"CHARLOTTE,28205-",Mecklenburg,Garinger,899,0,NA,2,41275,0,0,0,0,0,0,0,0,NA,NA,No,1950,Merry Oaks,Eastway,Garinger,NA,0,110700,R22,Garden,Traditional,Brick Veneer Full,2 Parking Spaces,NA,No,NA,Wood,NA,"City Water, City Sewer","Central Air, Gas Hot Air",Electric,114500,2003-05-30T00:00:00Z,5302003,2013-05-03T00:00:00Z,NA
1558PECANAVE1558,NA,2,-36.89190332,2006-02-15T00:00:00Z,listings_data/564297.html,Condo/Townhouse,Sold,41306,154900,1558 Pecan AVE 1558,Mecklenburg,"Charlotte,NC28205",Mecklenburg,Garinger,906,0,0,2,41275,906,0,0,0,0,0,0,0,NA,NA,No,1950,Merry Oaks,Eastway,Garinger,NA,0,110700,R22MF,Garden,Traditional,"Brick Veneer Full, Vinyl",1 Parking Space,NA,No,NA,"Vinyl / Linoleum, Wood","Insulated Windows, Storm Door(s)","City Sewer, City Water","Central Air, Gas Hot Air",Electric,154900,2006-02-15T00:00:00Z,2152006,2013-02-06T00:00:00Z,Midwood
16775COMMONSCREEKDR16775,South Hampton,2,-9.97,2003-02-21T00:00:00Z,listings_data/198402.html,Condo/Townhouse,Sold,41401,136900,16775 COMMONS CREEK DR 16775,Mecklenburg,"CHARLOTTE,28277",Mecklenburg,South Mecklenburg,1602,212,NA,3,41306,801,0,801,0,0,0,0,0,NA,NA,No,2.00E+03,Hawk Ridge,South Charlotte,South Mecklenburg,NA,0,129810,RES,2 Story,Transitional,"Brick Veneer Partial, Vinyl",1 Car Garage,NA,Yes,Great Room,"Wood, Wall-to wall Carpet, Vinyl / Linoleum",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Electric,134900,2003-02-21T00:00:00Z,2212003,2013-02-03T00:00:00Z,NA
16775COMMONSCREEKDR16775,NA,2,-9.97,2006-01-31T00:00:00Z,listings_data/538859.html,Condo/Townhouse,Sold,41401,144900,16775 Commons Creek DR 16775,Charlotte,"Charlotte,NC28277",Mecklenburg,NA,1679,217,NA,3,41306,711,217,968,0,0,0,0,0,NA,NA,No,2.00E+03,NA,NA,NA,NA,0,131700,Mx-2,2 Story,Traditional,"Brick Veneer Partial, Vinyl",1 Car Garage,Concrete,Yes,Great Room,"Prefinished Wood, Vinyl / Linoleum, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",Electric,143700,2006-01-31T00:00:00Z,1312006,2013-01-06T00:00:00Z,South Hampton
2101HOPEDALEAVE1,Myers Park,1,32.3,2001-10-10T00:00:00Z,listings_data/108976.html,Condo/Townhouse,Sold,41395,129900,2101 HOPEDALE AVE 1,Charlotte,"CHARLOTTE,28207-",Mecklenburg,Unknown,639,0,NA,1,41275,639,0,0,0,0,0,0,0,NA,NA,No,1920,Unknown,Unknown,Unknown,NA,0,99030,R3,Garden,Traditional,Brick Veneer Full,NA,Gravel,No,NA,"Wood, Ceramic Tile",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Other,121500,2001-10-10T00:00:00Z,10102001,2013-10-01T00:00:00Z,NA
2101HOPEDALEAVE1,NA,1,32.3,2004-06-29T00:00:00Z,listings_data/459639.html,Condo/Townhouse,Sold,41395,124900,2101 Hopedale AVE 1,Charlotte,"Charlotte,NC28207",Mecklenburg,NA,640,0,NA,1,41275,640,0,0,0,0,0,0,0,NA,NA,No,1921,NA,NA,NA,NA,0,56980,R3,Garden,Traditional,Brick Veneer Full,1 Parking Space,Gravel,No,NA,"Ceramic Tile, Vinyl / Linoleum, Wood",NA,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.23E+05,2004-06-29T00:00:00Z,6292004,2013-06-04T00:00:00Z,Myers Park
2222SELWYNAVE103,Queens Oaks,1,32.3,1999-04-15T00:00:00Z,listings_data/396040.html,Condo/Townhouse,Sold,41395,1.50E+05,2222 SELWYN AVE 103,Charlotte,"CHARLOTTE,28207",Mecklenburg,Myers Park,1250,0,NA,2,41306,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1974,Dilworth,Sedgefield,Myers Park,NA,0,123750,R-22 MF,Mid-Rise,Other,Other,"1 Car Garage, Garage Door Opener",Asphalt,No,NA,"Ceramic Tile, Wall-to wall Carpet, Vinyl / Linoleum",NA,"City Water, City Sewer","Central Air, Electric Hot Air",Electric,148650,1999-04-15T00:00:00Z,4151999,1999-04-01T00:00:00Z,NA
2222SELWYNAVE103,NA,1,32.3,2004-07-29T00:00:00Z,listings_data/450147.html,Condo/Townhouse,Sold,41395,1.78E+05,2222 Selwyn AVE 103,Charlotte,"Charlotte,NC28207",Mecklenburg,NA,1250,0,NA,2,41306,1250,0,0,0,0,0,0,0,NA,NA,No,1974,NA,NA,NA,NA,0,161300,R,Mid-Rise,Traditional,Other,"1 Car Garage, Garage Door Opener, Parking Gar",NA,No,NA,"Vinyl / Linoleum, Wall-to wall Carpet",NA,"City Sewer, City Water",Electric Hot Air,Other,1.68E+05,2004-07-29T00:00:00Z,7292004,2013-07-04T00:00:00Z,Queens Oaks
2222SELWYNAVE301,Myers Park,1,32.3,2003-04-28T00:00:00Z,listings_data/207762.html,Condo/Townhouse,Sold,41395,229900,2222 SELWYN AVE 301,Charlotte,"CHARLOTTE,28207-",Mecklenburg,Unknown,1550,0,NA,3,41306,1550,0,0,0,0,0,0,0,NA,NA,No,1974,Unknown,Unknown,Unknown,NA,0,195700,R22MF,Mid-Rise,Transitional,Other,"Garage Door Opener, Parking Gar",NA,No,NA,"Ceramic Tile, Wall-to wall Carpet",NA,"Well, Other",Window Unit,Electric,2.18E+05,2003-04-28T00:00:00Z,4282003,2013-04-03T00:00:00Z,NA
2222SELWYNAVE301,NA,1,32.3,2006-01-31T00:00:00Z,listings_data/558530.html,Condo/Townhouse,Sold,41395,299900,2222 Selwyn AVE 301,Charlotte,"Charlotte,NC28207",Mecklenburg,NA,0,0,120,3,41306,1550,0,0,0,0,0,0,0,NA,NA,No,1971,NA,NA,NA,NA,0,0,R,High-Rise,Traditional,Other,Garage Door Opener,NA,No,NA,"Ceramic Tile, Wall-to wall Carpet",NA,"City Sewer, City Water","Central Air, Electric Hot Air",Electric,285750,2006-01-31T00:00:00Z,1312006,2013-01-06T00:00:00Z,Myers Park
226QUEENSRD80,Queens Station,1,32.3,2002-03-28T00:00:00Z,listings_data/149034.html,Condo/Townhouse,Sold,41395,137225,226 QUEENS RD 80,Charlotte,"CHARLOTTE,28204-",Mecklenburg,Unknown,888,0,NA,2,41275,888,0,0,0,0,0,0,0,NA,NA,No,1983,Unknown,Unknown,Unknown,NA,0,97010,R43MF,Mid-Rise,Transitional,Wood,"Street / Lot, 1 Parking Space",NA,Yes,Living Room,"Wood, Ceramic Tile, Wall-to wall Carpet",NA,"City Water, City Sewer",Heat Pump - AC,Electric,137225,2002-03-28T00:00:00Z,3282002,2013-03-02T00:00:00Z,NA
226QUEENSRD80,Myers Park,1,32.3,2002-03-28T00:00:00Z,listings_data/149034.html,Condo/Townhouse,Sold,41395,137225,226 QUEENS RD 80,Charlotte,"CHARLOTTE,28204-",Mecklenburg,Unknown,888,0,NA,2,41275,888,0,0,0,0,0,0,0,NA,NA,No,1983,Unknown,Unknown,Unknown,NA,0,97010,R43MF,Mid-Rise,Transitional,Wood,"Street / Lot, 1 Parking Space",NA,Yes,Living Room,"Wood, Ceramic Tile, Wall-to wall Carpet",NA,"City Water, City Sewer",Heat Pump - AC,Electric,137225,2002-03-28T00:00:00Z,3282002,2013-03-02T00:00:00Z,NA
226QUEENSRD80,NA,1,32.3,2005-05-26T00:00:00Z,listings_data/504473.html,Condo/Townhouse,Sold,41395,164900,226 Queens RD 80,Charlotte,"Charlotte,NC28204",Mecklenburg,NA,898,0,80,2,41275,898,0,0,0,0,0,0,0,NA,NA,No,1983,NA,NA,NA,NA,0,0,R43mf,Garden,Contemporary,Wood,"1 Parking Space, Street / Lot",Asphalt,Yes,Living Room,"Vinyl / Linoleum, Wall-to wall Carpet, Wood",Insulated Windows,"City Sewer, City Water","Central Air, Electric Hot Air",Electric,1.59E+05,2005-05-26T00:00:00Z,5262005,2013-05-05T00:00:00Z,Queens Station
226QUEENSRD80,NA,1,32.3,2008-04-04T00:00:00Z,listings_data/735681.html,Condo/Townhouse,Sold,41395,188900,226 Queens RD 80,Charlotte,"Charlotte,NC28204",Mecklenburg,NA,906,0,80,2,41275,906,0,0,0,0,0,0,0,0,0,No,1983,NA,NA,NA,NA,0,132100,r43mf,Garden,Traditional,"Cedar Shake, Hard Stucco","1 Parking Space, Street / Lot",Asphalt,No,NA,"Vinyl / Linoleum, Wall-to wall Carpet, Wood",Insulated Windows,"City Sewer, City Water","Central Air, Electric Hot Air",Electric,1.75E+05,2008-04-04T00:00:00Z,4042008,2013-04-08T00:00:00Z,Myers Park
226TORRENCEST102,Myers Park,1,32.3,2003-03-31T00:00:00Z,listings_data/208501.html,Condo/Townhouse,Sold,41395,155900,226 TORRENCE ST 102,Charlotte,"CHARLOTTE,28204-",Mecklenburg,Unknown,1068,0,NA,2,41306,0,0,0,0,0,0,0,0,NA,NA,No,1999,Unknown,Unknown,Unknown,NA,0,145600,R22,Garden,Transitional,Other,1 Car Carport,NA,Yes,Great Room,"Wood, Wall-to wall Carpet, Vinyl / Linoleum",NA,"City Water, City Sewer","Central Air, Gas Hot Air",Gas,1.55E+05,2003-03-31T00:00:00Z,3312003,2013-03-03T00:00:00Z,NA
226TORRENCEST102,NA,1,32.3,2007-11-08T00:00:00Z,listings_data/712246.html,Condo/Townhouse,Sold,41395,2.19E+05,226 Torrence ST 102,Charlotte,"Charlotte,NC28204",Mecklenburg,NA,1052,0,NA,2,41306,1052,0,0,0,0,0,0,0,0,0,No,1999,NA,NA,NA,NA,0,145600,R300,Mid-Rise,NA,"Brick Veneer Partial, Cedar Shake, Hardboard Siding",1 Car Carport,Concrete,Yes,Gas Logs,NA,NA,"City Sewer, City Water",Central Air,Electric,213500,2007-11-08T00:00:00Z,11082007,2013-11-07T00:00:00Z,Myers Park
226TORRENCEST303,NA,1,32.3,2002-08-29T00:00:00Z,listings_data/173707.html,Condo/Townhouse,Sold,41395,164900,226 TORRENCE ST 303,Charlotte,"CHARLOTTE,28204-",Mecklenburg,Unknown,1052,295,NA,2,41306,1052,0,0,0,0,0,0,0,NA,NA,No,1999,Unknown,Unknown,Unknown,NA,0,133770,R22MF,Mid-Rise,Transitional,"Brick Veneer Partial, Vinyl, Hardboard Siding","1 Car Carport, Attached",NA,Yes,Living Room,"Wood, Ceramic Tile, Wall-to wall Carpet",Insulated Windows,"City Water, City Sewer","Central Air, Gas Steam Heat",Gas,160500,2002-08-29T00:00:00Z,8292002,2013-08-02T00:00:00Z,NA
226TORRENCEST303,NA,1,32.3,2008-02-25T00:00:00Z,listings_data/738248.html,Condo/Townhouse,Sold,41395,2.22E+05,226 Torrence ST 303,Charlotte,"Charlotte,NC28204",Mecklenburg,Myers Park,1052,295,0,2,41306,1052,0,0,0,0,0,0,0,0,0,No,1999,Eastover,Alexander Graham,Myers Park,NA,0,145600,R22mf,Mid-Rise,NA,"Brick Veneer Full, Other",1 Car Carport,Asphalt,Yes,Gas Logs,"Ceramic Tile, Vinyl / Linoleum, Wall-to wall Carpet, Wood",NA,"City Sewer, City Water","Central Air, Gas Hot Air, Gas Water Heater",Gas,2.20E+05,2008-02-25T00:00:00Z,2252008,2013-02-08T00:00:00Z,NA
227DOTGERAVEE10,NA,NA,NA,2008-04-28T00:00:00Z,listings_data/750649.html,Condo/Townhouse,Sold,41365,167900,227 Dotger AVE E 10,Charlotte,"Charlotte,NC28207",Mecklenburg,NA,728,0,0,2,41275,728,0,728,0,0,0,0,0,0,0,No,1948,NA,NA,NA,NA,0,0,MF,Garden,Traditional,Brick Veneer Full,2 Parking Spaces,Concrete,No,NA,"Ceramic Tile, Prefinished Wood, Wall-to wall Carpet",Insulated Windows,"City Sewer, City Water","Heat Pump - AC, Heat Pump - Heat",Gas,166900,2008-04-28T00:00:00Z,4282008,2013-04-08T00:00:00Z,None
227DOTGERAVEE10,NA,1,32.3,2006-09-01T00:00:00Z,listings_data/621528.html,Condo/Townhouse,Sold,41365,157225,227 Dotger AVE E10,Charlotte,"Charlotte,NC28207",Mecklenburg,NA,728,0,NA,2,41275,728,0,0,0,0,0,0,0,NA,NA,No,1948,NA,NA,NA,NA,0,0,mf,Mid-Rise,NA,Brick Veneer Full,Street / Lot,Asphalt,No,NA,"Ceramic Tile, Prefinished Wood, Wall-to wall Carpet",NA,"City Sewer, City Water","Heat Pump - AC, Heat Pump - Heat",Electric,157225,2006-09-01T00:00:00Z,9012006,2013-09-06T00:00:00Z,Elizabeth
227ROSSMOOREAVE227,NA,0,0,2006-05-30T00:00:00Z,listings_data/583465.html,Condo/Townhouse,Sold,41366,125500,227 Ross Moore AVE 227,Mecklenburg,"Charlotte,NC28205",Mecklenburg,NA,1183,28,0,2,41306,1183,28,0,0,0,0,0,0,NA,NA,No,2001,NA,NA,NA,NA,0,116400,R8mfcd,Garden,Transitional,"Brick Veneer Partial, Vinyl",2 Parking Spaces,Concrete,No,NA,"Ceramic Tile, Vinyl / Linoleum, Wall-to wall Carpet, Wood",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.23E+05,2006-05-30T00:00:00Z,5302006,2013-05-06T00:00:00Z,Anthem
227ROSSMOOREAVE227,NA,0,0,2009-12-29T00:00:00Z,listings_data/893839.html,Condo/Townhouse,Sold,41366,144900,227 Ross Moore AVE 227,Charlotte,"Charlotte,NC28205",Mecklenburg,East Mecklenburg,1198,0,0,2,41306,1198,0,0,0,0,0,0,0,0,0,No,2001,Oakhurst,Eastway,East Mecklenburg,NA,0,116400,R8mfcd,Garden,NA,"Brick Veneer Partial, Vinyl",2 Parking Spaces,Concrete,No,NA,"Ceramic Tile, Vinyl / Linoleum, Wall-to wall Carpet, Wood",Insulated Windows,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.34E+05,2009-12-29T00:00:00Z,12292009,2013-12-09T00:00:00Z,Anthem
2300ROSWELLAVE#1,NA,1,32.3,2004-05-20T00:00:00Z,listings_data/425913.html,Condo/Townhouse,Sold,41395,1.69E+05,2300 Roswell AVE #1,Charlotte,"Charlotte,NC28207",Mecklenburg,NA,1021,0,0,2,41275,1021,0,0,0,0,0,0,0,NA,NA,No,1925,NA,NA,NA,NA,0,97700,R22MF,Garden,Traditional,Brick Veneer Full,1 Car Carport,Asphalt,Yes,Living Room,"Ceramic Tile, Vinyl / Linoleum, Wood",NA,"City Sewer, City Water","Central Air, Gas Hot Air",Gas,1.62E+05,2004-05-20T00:00:00Z,5202004,2013-05-04T00:00:00Z,Myers Park
